Dish_id,Dish_name,menu_page_id,price,Menu_id,Menupage_id,event,place,physical_description,notes,date
374956,"Boiled Potatoes",32666,"",23252,32666,"DINNER MENU","WASHINGTON,D.C.","ILLUS. FOLDER","INCLUDES WINE LIST",1864-02-12
374956,"Boiled Potatoes",32885,"",23303,32885,LUNCHEON,INDIANAPOLIS,"BROADSIDE; 4.75 X 7.25;","",1898-11-24
374956,"Boiled Potatoes",33056,"",23344,33056,"LUNCHEON - PULLMAN DINING CAR SERVICE","EN ROUTE TO WILMINGTON","BROADSIDE; ILLUS; COL; 4.75 X 6.5;","WINES LISTED;",1898-02-19
374956,"Boiled Potatoes",3383,"",13570,3383,DINNER,"EN ROUTE ABOARD SS. KINSHIN MARU","BROADSHEET; COL; ILLUS; 10.25 X 9.5;","HANDWRITTEN; COLOR ILLUSTRAION OF WOMAN ON SHORE WITH BOAT;  MAP OF STEAMSHIP ROUTES ON BACK;",1900-11-25
374956,"Boiled Potatoes",33919,"",23557,33919,DINNER,"BOSTON,MASS;",FOLDER;6X10;,"COMPLETE LIST OF ALL FOODS & PRICES;",1894-10-04
374956,"Boiled Potatoes",33921,"",23557,33921,DINNER,"BOSTON,MASS;",FOLDER;6X10;,"COMPLETE LIST OF ALL FOODS & PRICES;",1894-10-04
374956,"Boiled Potatoes",34347,"",23678,34347,BREAKFAST,"EN ROUTE","BROADSIDE; FLAG EMBLEM; 4.5X6.5;","",1905-07-16
374956,"Boiled Potatoes",3607,"",13645,3607,DINNER,"SS CITY OF RIO DE JANERIO",FOLDER;ILL;COL;5.5X8.75;,"HANDWRITTEN AND MECHANICALLY  REPRODUCED;2 COPIES",1900-05-26
374956,"Boiled Potatoes",37179,"",24411,37179,BREAKFAST,"ABOARD SS MANITOBA","CARD; 4.5 X 7.25;","UNPRICED MENU; FLAG LOGO;",1900-01-01
374956,"Boiled Potatoes",3813,"",13705,3813,DINNER,"STEAMSHIP ""CITY OF PARA""","FOLDER; ILLUS; 6X9;","DECORATIVE BORDER;",1900-05-28
374956,"Boiled Potatoes",40280,"",25242,40280,"DAILY MENU",[ALBANY],BROADSIDE,"",1854-05-30
374956,"Boiled Potatoes",40540,"",25327,40540,"DAILY MENU, DINNER","QUEBEC, CANADA","CARD; 3.75X5.25;","",1906-07-01
374956,"Boiled Potatoes",42365,"",25834,42365,LUNCHEON,"ABOARD SS MANITOBA","CARD; 4.5 X 7.25;","UNPRICED MENU; FLAG LOGO; PRICED SODAS AND WATERS; NOTE THAT CHILDREN OCCUPYING SEATS AT FIRST TABLE WILL BE CHARGED FULL FARE;",1900-01-01
374956,"Boiled Potatoes",4250,"",13856,4250,"BREAKFAST - SECOND CABIN","EN ROUTE ABOARD VENTURA","CARD; 5.5 X 7;","LOGO; HANDWRITTEN;",1901-05-27
374956,"Boiled Potatoes",42908,"",25972,42908,DINNER,"[NEW YORK,NY]","PRINTED ON SILK","",1854-04-01
374956,"Boiled Potatoes",47978,0.15,27083,47978,dinner,"Diner Car 385, San Francisco Overland Limited","9 1/2 x 6 1/4 in. ","Includes insert of daily special. Steward : A. Finlayson. ",1925-05-01
374956,"Boiled Potatoes",48628,0.65,27249,48628,dinner,"The Waldorf-Astora","folder; 9.875 x 12.75 inches; food stains (cover)","Baratta collection; a la carte; specials; headwaiter (Marcel); room service; room service charge 50 cents per person; Sanka",1969-09-29
374956,"Boiled Potatoes",48767,0.4,27305,48767,dinner,"L'Aiglon; 13 East 55th Street","broadside; 9.5 x 12.75 inches; creased (width-wise)","Baratta collection; $3.75; Dinner Served Everyday to Midnight; a la carte options; ""For your next party take home a jar of Famous L'Aiglon Herring Salad also packed for shipping""; Hors D'Oeuvres; Cocktails; Suops; Fish; Entrees; Grillades; Vegetables' Pot",1947-11-27
374956,"Boiled Potatoes",48895,0.7,27353,48895,dinner,"The Waldorf-Astoria","folder; 9.875 x 12.75 inches; water stain (center, seam)","Baratta collection; annotated; a la carte; specialties; headwaiter (Marcel); room service; room service charge 50 cents per person",1959-10-23
374956,"Boiled Potatoes",48981,"",27390,48981,DINNER,"ON BOARD","CARD; COL; 3.75 X 6","ON LIGHT BLUE CARD STOCK; IN ENGLISH ONLY; WINE LIST, ETC. WITH PRICES",1910-03-17
374956,"Boiled Potatoes",49426,"",27565,49426,"","","","",1910-03-13
374956,"Boiled Potatoes",49663,"",27639,49663,Luncheon,"","","",1910-03-15
374956,"Boiled Potatoes",51791,"",28205,51791,"","","29.5x21cm folded; 29.5x42cm open","",1965-03-06
374956,"Boiled Potatoes",51831,"",28215,51831,"","","29.5x21cm folded; 29.5x42cm open","",1965-03-15
374956,"Boiled Potatoes",51965,"",28251,51965,"","","29x21cm folded; 29x42cm open","",1965-07-08
374956,"Boiled Potatoes",52564,0.4,28414,52564,"","","22x28cm folded; 44x28cm open","",1958-10-03
374956,"Boiled Potatoes",52633,"",28434,52633,"","","26.5x20.5cm folded; 26.5x40.5cm open","",1958-11-22
374956,"Boiled Potatoes",529,"",12588,529,"","","","",1900-04-16
374956,"Boiled Potatoes",52992,"",28549,52992,"","","16.5x21cm folded; 16.5x42cm open","",1957-09-04
374956,"Boiled Potatoes",53057,"",28563,53057,"","","31x20cm folded; 31x40cm open","",1957-10-17
374956,"Boiled Potatoes",53403,0.3,28647,53403,"","","25x18.5cm folded; 25x37cm open","",1959-02-06
374956,"Boiled Potatoes",5516,"",14260,5516,DINNER,"QUEBEC [CANADA]","CARD; 3.75 X 5.25;","LOGO; INFORMATION ABOUT THE TAPESTRIES IN THE DINING ROOM;",1901-07-24
374956,"Boiled Potatoes",56871,"",29582,56871,"","","20x15cm folded; 20x30cm open","",1955-10-13
374956,"Boiled Potatoes",58179,0.15,29914,58179,"","","33.5x22cm folded; 33.5x44cm open","",1949-01-27
374956,"Boiled Potatoes",58360,0.15,29958,58360,"","","27.5x22cm folded; 27.5x43.5cm open","",1949-09-30
374956,"Boiled Potatoes",59116,0.1,30155,59116,"","","38x15.5cm folded; 38x45.5cm open","",1939-05-25
374956,"Boiled Potatoes",59401,"",30226,59401,"","","26x18cm ","",1939-09-29
374956,"Boiled Potatoes",60859,0.15,30576,60859,"","","28x20.5cm folded; 28x41cm open","",1937-03-09
374956,"Boiled Potatoes",61219,"",30676,61219,"","","25.5x15.5cm folded; 25.5x31cm open","Menu also contains English text",1937-09-09
374956,"Boiled Potatoes",61273,"",30690,61273,"","","25.5x18cm folded; 25.5x36cm open","New year's Cruise to Havana",1937-12-30
374956,"Boiled Potatoes",61470,"",30739,61470,"","",20.5x12.5cm,"",1935-08-03
374956,"Boiled Potatoes",61684,"",30801,61684,"","","25x19cm folded; 25x38cm open","Menu also contains English text",1935-01-28
374956,"Boiled Potatoes",61984,"",30883,61984,"","","23x15.5cm folded; 23x31cm open","",1938-04-17
374956,"Boiled Potatoes",62779,0.25,31071,62779,"","",33x23cm,"",1933-05-05
374956,"Boiled Potatoes",62949,0.25,31163,62949,"","",28x35.5cm,"",1933-06-08
374956,"Boiled Potatoes",62965,0.25,31171,62965,"","",28x35.5cm,"",1933-06-12
374956,"Boiled Potatoes",62994,0.25,31184,62994,"","",28x17.5cm,"menu is ripped in half",1933-06-18
374956,"Boiled Potatoes",65205,"",31814,65205,"","",16x21cm,"",1921-09-30
374956,"Boiled Potatoes",65207,"",31814,65207,"","",16x21cm,"",1921-09-30
374956,"Boiled Potatoes",65434,"",31901,65434,"","","19x14cm folded; 19x28cm open",dinner,1921-10-07
374956,"Boiled Potatoes",65578,0.35,31960,65578,"","","18.5x12.5cm ","",1919-01-26
374956,"Boiled Potatoes",65579,0.1,31961,65579,"","",34x23.5cm,"",1919-01-01
374956,"Boiled Potatoes",65748,0.2,32003,65748,"","",26.5x17cm,luncheon,1919-05-29
374956,"Boiled Potatoes",65750,0.2,32004,65750,"","",26.5x17cm,luncheon,1919-05-30
374956,"Boiled Potatoes",65763,0.2,32012,65763,"","",27x17cm,"menu is printed in French on reverse",1919-05-30
374956,"Boiled Potatoes",65921,"",32042,65921,"","",15x9cm,"",1919-09-17
374956,"Boiled Potatoes",65935,0.2,32049,65935,"","","24x16cm  ","",1919-10-03
374956,"Boiled Potatoes",65935,0.2,32049,65935,"","","24x16cm  ","",1919-10-03
374956,"Boiled Potatoes",66052,"",32081,66052,"","",22x11.5cm,"",1919-12-25
374956,"Boiled Potatoes",66203,0.25,32108,66203,"","",28x18cm,"",1916-02-12
374956,"Boiled Potatoes",66265,0.25,32124,66265,"","","28x17.5cm folded; 28x35cm open",Mardi-Gras,1916-03-03
374956,"Boiled Potatoes",66339,"",32151,66339,"","",21x14cm,"",1916-04-16
374956,"Boiled Potatoes",66428,"",32175,66428,"","",20.5x14.5cm,"",1916-06-27
374956,"Boiled Potatoes",66527,0.2,32213,66527,"","","28x20.5cm folded; 28x41cm open","",1916-08-19
374956,"Boiled Potatoes",66535,0.2,32214,66535,"","","28x20.5cm folded; 28x41cm open","",1916-08-20
374956,"Boiled Potatoes",66562,"",32222,66562,"","",21x13.5cm,"",1916-09-06
374956,"Boiled Potatoes",66768,0.1,32295,66768,"","","35.5x23.5cm folded; 35.5x27cm open","",1918-01-22
374956,"Boiled Potatoes",66772,0.1,32296,66772,"","","35.5x23.5cm folded; 35.5x27cm open","",1918-01-23
374956,"Boiled Potatoes",66780,0.1,32298,66780,"","","35.5x23.5cm folded; 35.5x27cm open","",1918-01-25
374956,"Boiled Potatoes",66788,0.1,32300,66788,"","","35.5x23.5cm folded; 35.5x27cm open","",1918-01-27
374956,"Boiled Potatoes",66792,0.1,32301,66792,"","","35.5x23.5cm folded; 35.5x27cm open","",1918-01-28
374956,"Boiled Potatoes",66804,0.1,32304,66804,"","","35.5x23.5cm folded; 35.5x27cm open","",1918-01-31
374956,"Boiled Potatoes",66817,"",32311,66817,"","",33x21cm,"",1918-01-25
374956,"Boiled Potatoes",66819,"",32312,66819,"","",33x21cm,"",1918-01-24
374956,"Boiled Potatoes",66821,"",32313,66821,"","",33x21cm,"",1918-01-24
374956,"Boiled Potatoes",66827,0.15,32316,66827,"","",33x21cm,"",1918-01-22
374956,"Boiled Potatoes",67048,0.2,32412,67048,"","","28x18cm folded; 28x36cm open","US Food Administration rationing suggestions",1918-01-09
374956,"Boiled Potatoes",67052,0.2,32413,67052,"","","28x18cm folded; 28x36cm open","US Food Administration rationing suggestions",1918-01-10
374956,"Boiled Potatoes",67100,"",32444,67100,"","",32.5x14.5cm,"",1918-01-04
374956,"Boiled Potatoes",67100,0.1,32444,67100,"","",32.5x14.5cm,"",1918-01-04
374956,"Boiled Potatoes",67101,"",32445,67101,"","",32.5x14.5cm,"",1918-01-09
374956,"Boiled Potatoes",67101,0.1,32445,67101,"","",32.5x14.5cm,"",1918-01-09
374956,"Boiled Potatoes",67102,"",32446,67102,"","",32.5x14.5cm,"",1918-01-10
374956,"Boiled Potatoes",67157,0.25,32475,67157,"","","28x18cm folded; 28x36cm open","",1918-01-14
374956,"Boiled Potatoes",67161,0.2,32476,67161,"","","28x18cm folded; 28x36cm open","",1918-01-13
374956,"Boiled Potatoes",67235,"",32509,67235,"","",33x21cm,luncheon,1918-01-21
374956,"Boiled Potatoes",67405,"",32566,67405,"","",23.5x15cm,"",1918-07-03
374956,"Boiled Potatoes",67406,"",32567,67406,"","",20.5x14cm,"",1918-07-08
374956,"Boiled Potatoes",67413,0.25,32569,67413,"","","24x14cm ","",1918-09-03
374956,"Boiled Potatoes",67444,"",32578,67444,"","",20x13cm,"",1918-11-27
374956,"Boiled Potatoes",67612,0.15,32670,67612,"","",32x19.5cm,"",1917-11-12
374956,"Boiled Potatoes",67640,0.25,32679,67640,"","","28x20.5cm folded; 28x41cm opened","",1917-11-12
374956,"Boiled Potatoes",67672,0.15,32688,67672,"","","31x19.5cm folded; 31x39cm opened","",1917-11-13
374956,"Boiled Potatoes",67699,0.25,32698,67699,"","","28x20.5cm folded; 28x41cm opened","",1917-11-13
374956,"Boiled Potatoes",67703,0.25,32699,67703,"","","24x19cm folded; 24x38cm opened","",1917-11-13
374956,"Boiled Potatoes",67758,0.25,32726,67758,"","","28x20.5cm folded; 28x41cm opened","",1917-11-14
374956,"Boiled Potatoes",67762,0.25,32727,67762,"","","24x19cm folded; 24x38cm opened","American Horse Show Association",1917-11-15
374956,"Boiled Potatoes",67820,"",32748,67820,"","","16x11.5cm folded; 16x23cm opened","",1917-11-15
374956,"Boiled Potatoes",67821,0.05,32748,67821,"","","16x11.5cm folded; 16x23cm opened","",1917-11-15
374956,"Boiled Potatoes",67836,0.15,32753,67836,"","","20x10.5cm folded; 20x21cm open","",1917-11-15
374956,"Boiled Potatoes",67857,0.15,32760,67857,"","","26.5x20.5cm folded; 26.5x41cm open","Horse Show Week",1917-11-01
374956,"Boiled Potatoes",67871,"",32767,67871,"","","16x12cm folded; 16x24cm open","",1917-11-16
374956,"Boiled Potatoes",67872,0.05,32767,67872,"","","16x12cm folded; 16x24cm open","",1917-11-16
374956,"Boiled Potatoes",67893,0.15,32775,67893,"","",23.5x21.5cm,"",1917-11-16
374956,"Boiled Potatoes",67923,0.05,32789,67923,"","","27.5x17cm folded; 27.5x34cm open","",1917-06-20
374956,"Boiled Potatoes",67943,"",32796,67943,"","","16x11.5cm folded; 16x23cm open","",1917-10-21
374956,"Boiled Potatoes",67949,0.05,32798,67949,"","","27.5x17cm folded; 27.5x34cm open","",1917-07-14
374956,"Boiled Potatoes",67953,0.05,32799,67953,"","","27.5x17cm folded; 27.5x34cm open","",1917-07-20
374956,"Boiled Potatoes",67957,0.05,32800,67957,"","","27.5x17cm folded; 27.5x34cm open","",1917-07-31
374956,"Boiled Potatoes",67963,"",32803,67963,"","",21x13cm,"",1917-08-14
374956,"Boiled Potatoes",67974,0.05,32810,67974,"","","27.5x18cm folded; 27.5x36cm open","",1917-09-01
374956,"Boiled Potatoes",68006,"",32819,68006,"","","16x11.5cm folded; 16x23cm open","",1917-09-13
374956,"Boiled Potatoes",68007,0.05,32819,68007,"","","16x11.5cm folded; 16x23cm open","",1917-09-13
374956,"Boiled Potatoes",68016,"",32824,68016,"","","16x11.5cm folded; 16x23cm open","",1917-09-26
374956,"Boiled Potatoes",68054,0.15,32835,68054,"","","31x20cm folded; 31x40cm open","",1917-10-15
374956,"Boiled Potatoes",68117,0.25,32856,68117,"","","28x20.5cm folded; 28x41cm open","",1917-10-25
374956,"Boiled Potatoes",68154,0.25,32869,68154,"","","28x20.5cm folded; 28x41cm open","",1917-10-26
374956,"Boiled Potatoes",68175,0.25,32876,68175,"","","28x20.5cm folded; 28x41cm open","",1917-10-28
374956,"Boiled Potatoes",68179,0.25,32876,68179,"","","28x20.5cm folded; 28x41cm open","",1917-10-28
374956,"Boiled Potatoes",68215,25.0,32892,68215,"","",28x21.5cm,"",1917-10-29
374956,"Boiled Potatoes",68223,0.25,32893,68223,"","","28x20.5cm folded; 28x41cm open","",1917-10-29
374956,"Boiled Potatoes",68231,0.15,32896,68231,"","",32x19.5cm,"",1917-10-29
374956,"Boiled Potatoes",68277,"",32912,68277,"","","16x12cm folded; 16x24cm open","",1917-11-23
374956,"Boiled Potatoes",68321,0.1,32931,68321,"","",27.5x18cm,"",1917-11-25
374956,"Boiled Potatoes",68324,0.25,32932,68324,"","","23.5x16.5cm folded; 23.5x33cm open","",1917-11-25
374956,"Boiled Potatoes",68367,0.25,32948,68367,"","","23.5x16.5cm folded; 23.5x33cm open","",1917-11-26
374956,"Boiled Potatoes",68371,0.25,32949,68371,"","","23.5x16.5cm folded; 23.5x33cm open","",1917-11-26
374956,"Boiled Potatoes",68474,0.15,32990,68474,"","",26.5x15.5cm,"",1917-11-29
374956,"Boiled Potatoes",68489,"",32995,68489,"","",31x13.5cm,"",1917-11-27
374956,"Boiled Potatoes",68490,"",32996,68490,"","",31x13.5cm,"",1917-11-28
374956,"Boiled Potatoes",68490,0.1,32996,68490,"","",31x13.5cm,"",1917-11-28
374956,"Boiled Potatoes",68515,0.1,33009,68515,"","",28x18cm,"",1917-11-30
374956,"Boiled Potatoes",68519,0.25,33011,68519,"","","28x20.5cm folded; 28x41cm open","",1917-11-28
374956,"Boiled Potatoes",68531,0.25,33014,68531,"","","28x20.5cm folded; 28x41cm open","",1917-11-30
374956,"Boiled Potatoes",68552,"",33020,68552,"","","16x12cm folded; 16x24cm open","",1917-11-30
374956,"Boiled Potatoes",68553,0.05,33020,68553,"","","16x12cm folded; 16x24cm open","",1917-11-30
374956,"Boiled Potatoes",68582,"",33037,68582,"","","16.5x12cm folded; 16.5x24cm open","",1917-11-17
374956,"Boiled Potatoes",68583,0.05,33037,68583,"","","16.5x12cm folded; 16.5x24cm open","",1917-11-17
374956,"Boiled Potatoes",68631,0.25,33056,68631,"","","28x20.5cm folded; 28x41cm open","",1917-11-18
374956,"Boiled Potatoes",68635,0.25,33057,68635,"","","28x20.5cm folded; 28x41cm open","",1917-11-18
374956,"Boiled Potatoes",68645,0.15,33062,68645,"","",24x21.5cm,"",1917-11-19
374956,"Boiled Potatoes",68667,0.05,33071,68667,"","","22.5x17cm folded; 22.5x34cm open","",1917-11-19
374956,"Boiled Potatoes",68674,"",33074,68674,"","","16x12.5cm folded; 16x25cm open","",1917-11-19
374956,"Boiled Potatoes",68675,0.05,33074,68675,"","","16x12.5cm folded; 16x25cm open","",1917-11-19
374956,"Boiled Potatoes",68700,"",33083,68700,"","",31x13.5cm,"",1917-11-20
374956,"Boiled Potatoes",68700,0.1,33083,68700,"","",31x13.5cm,"",1917-11-20
374956,"Boiled Potatoes",68713,0.25,33087,68713,"","","28x20.5cm folded; 28x41cm open","",1917-11-20
374956,"Boiled Potatoes",68717,0.25,33088,68717,"","","28x20.5cm folded; 28x41cm open","",1917-11-20
374956,"Boiled Potatoes",68761,"",33102,68761,"","",31x13.5cm,"",1917-11-21
374956,"Boiled Potatoes",68761,0.1,33102,68761,"","",31x13.5cm,"",1917-11-21
374956,"Boiled Potatoes",68763,0.15,33103,68763,"","","26.5x20.5cm folded; 26.5x41cm open","",1917-11-21
374956,"Boiled Potatoes",68768,0.25,33105,68768,"","","28x20.5cm folded; 28x41cm open","",1917-11-21
374956,"Boiled Potatoes",68810,"",33125,68810,"","",31x13.5cm,"",1917-11-22
374956,"Boiled Potatoes",68810,0.1,33125,68810,"","",31x13.5cm,"",1917-11-22
374956,"Boiled Potatoes",68883,0.25,33155,68883,"","","28x18cm folded; 28x36cm open","",1917-12-11
374956,"Boiled Potatoes",68889,0.25,33158,68889,"","","23x17.5cm folded; 23x35cm opened","",1917-12-12
374956,"Boiled Potatoes",68893,0.25,33159,68893,"","","23x17.5cm folded; 23x35cm opened","",1917-12-12
374956,"Boiled Potatoes",68921,0.25,33166,68921,"","","22.5x17.5cm folded; 22.5x35cm open","",1917-12-13
374956,"Boiled Potatoes",68926,0.25,33167,68926,"","","28x18cm folded; 28x36cm open","",1917-12-13
374956,"Boiled Potatoes",68934,0.25,33169,68934,"","","28x18cm folded; 28x36cm open","",1917-12-15
374956,"Boiled Potatoes",69013,0.25,33198,69013,"","","23x18cm folded; 23x36cm open","",1917-12-16
374956,"Boiled Potatoes",69023,0.15,33201,69023,"","",26.5x15.5cm,"",1917-12-16
374956,"Boiled Potatoes",69026,0.1,33202,69026,"","","35.5x23.5cm folded; 35.5x47cm open","",1917-12-16
374956,"Boiled Potatoes",69098,0.05,33228,69098,"","",28x17.5cm,"",1917-12-21
374956,"Boiled Potatoes",69120,"",33237,69120,"","",21.5x16cm,"",1917-12-20
374956,"Boiled Potatoes",69125,0.25,33239,69125,"","","23x18cm folded; 23x36cm open","",1917-12-20
374956,"Boiled Potatoes",6941,"",14682,6941,"","","","",1900-05-15
374956,"Boiled Potatoes",69559,"",33339,69559,"","","","",1915-01-01
374956,"Boiled Potatoes",69700,"",33377,69700,"","","","",1915-01-01
374956,"Boiled Potatoes",69833,0.1,33426,69833,"","","","",1915-01-01
374956,"Boiled Potatoes",70112,"",33505,70112,"","","","",1915-01-01
374956,"Boiled Potatoes",70275,"",33547,70275,"","",20.5x12.5cm,"",1914-01-01
374956,"Boiled Potatoes",70933,0.1,33706,70933,"","","26x18cm folded; 26x36cm open","",1914-02-05
374956,"Boiled Potatoes",70950,"",33712,70950,"","",28x18cm,"",1914-02-05
374956,"Boiled Potatoes",70952,"",33713,70952,"","","28x17cm folded; 28x34cm open","",1914-02-05
